name,city,iata_code,icao,latitude,longitude,url,city_code,country,state,county
Raivavae,,RVV,NTAV,-25.883333,-147.65,,RVV,PF,,
Rivera,Santana do Livramento,RVY,SURV,-30.97508805,-55.476310098194325,,RVY,UY,Rio Grande do Sul,Santana Do Livramento
Rowan Bay,,RWB,,56.75,-134.13333,,RWB,US,,
Redwood Falls Municipal,Redwood Falls,RWF,KRWF,44.5,-95.1,,RWF,US,Minnesota,Redwood County
Rocky Mount-wilson,Elm City,RWI,KRWI,35.854443,-77.89056,,RWI,US,North Carolina,Wilson County
Rawlins,Rawlins,RWL,KRWL,41.805990949999995,-107.2037043391423,http://www.wyomingairports.org/index.php?/main/airports_detail/rawlins_municipal_airport/,RWL,US,Wyoming,Carbon County
Rovno,Tynne,RWN,UKLR,50.6,26.15,http://www.aeroport.rv.ua/,RWN,UA,Rivne,
Sumare,Paulinia,RWS,,-22.800556,-47.192223,,RWS,BR,Sao Paulo,Paulinia
Raudha,,RXA,,15.433333,44.216667,,RXA,YE,,
Madison County,Rexburg,RXE,KRXE,43.83911,-111.85106,,RXE,US,Idaho,Madison County
Roxas City Airport,Roxas City,RXS,RPVR,11.59774925,122.75278252625999,,RXS,PH,Western Visayas,Province of Capiz
Rybinsk,Rybinsk,RYB,UUBK,58.13333,38.86667,,RYB,RU,Jaroslavl,
Moss Airport,Rygge,RYG,ENRY,59.37903,10.800161,http://www.en.ryg.no/,OSL,NO,Ostfold,Rygge
Rahim Yar Khan Airport,Sadiqabad,RYK,OPRK,28.38205395,70.27883701621482,,RYK,PK,Punjab,
Royal Airport,Chirundu,RYL,FLRZ,-15.726728,29.296678,http://www.royalzambezilodge.com/,RYL,ZM,,
Medis,Royan,RYN,LFCY,45.631762300000005,-0.976158661680053,,RYN,FR,Poitou-Charentes,Departement de la Charente-Maritime
Rio Turbio,28 de Noviembre,RYO,SAWT,-51.583332,-72.21667,,RYO,AR,Santa Cruz,
Santa Cruz,Puerto Santa Cruz,RZA,SAWU,-50.012986049999995,-68.57538456977755,,RZA,AR,Santa Cruz,
Rzeszow International Airport,Trzebownisko,RZE,EPRZ,50.11148165,22.018435906021026,https://www.rzeszowairport.pl,RZE,PL,Subcarpathian Voivodeship,Powiat rzeszowski
Preobrazheniye,Preobrazheniye,RZH,UIKP,42.9186893,133.9031482,,RZH,RU,Primorskiy,
Ryazan,Ryazan',RZN,UUWR,54.63333,39.583332,,RZN,RU,Rjazan,
CLR Airport,Taytay,RZP,RPSD,10.7625,119.50667,,RZP,PH,Mimaropa,Province of Palawan
Ramsar,Ramsar,RZR,OINR,36.9089784,50.68299175164875,,RZR,IR,Mazandaran,
Sawan,Bozdar,RZS,OPSW,26.96742225,68.87989866650139,,RZS,PK,Sindh,
Rize–Artvin Airport,,RZV,LTFO,41.169167,40.828889,,RZV,TR,,
Halifax County,Roanoke Rapids,RZZ,KRZZ,36.466667,-77.666664,,RZZ,US,North Carolina,Halifax County
Shively Field,Saratoga,SAA,KSAA,41.4439801,-106.828107,,SAA,US,Wyoming,Carbon County
J. Yrausquin Airport,Upper Hell's Gate,SAB,TNCS,17.65,-63.216667,,SAB,BQ,Saba,
Sacramento Executive Airport,,SAC,KSAC,38.51286,-121.4933,http://www.sacramento.aero/sac/,SAC,US,,
Safford,Safford,SAD,KSAD,32.833332,-109.71667,,SAD,US,Arizona,Graham County
Sangir,Kambu,SAE,,-8.366667,118.333336,,SAE,ID,West Nusa Tenggara,
Santa Fe,La Cienega,SAF,KSAF,35.6175,-106.08833,,SAF,US,New Mexico,Santa Fe County
Shirdi,Shirdi,SAG,VASD,19.6904548,74.37319208981876,,SAG,IN,Maharashtra,Ahmadnagar
Sana'a International Airport,Ar Rawdah,SAH,OYSN,15.47740745,44.21866507285824,,SAH,YE,Amanat Al Asimah,Bani Al Harith
Siem Reap–Angkor International Airport,Sotr Nikum,SAI,VDSA,13.375278,104.220833,https://english.sai-airport.com/,SAI,KH,Siem Reap,
Saudarkrokur,Saudarkrokur,SAK,BIKR,65.73138320000001,-19.573516091073024,,SAK,IS,Northwest,
El Salvador International Airport,El Rosario,SAL,MSLP,13.45092455,-89.05240507597625,,SAL,SV,La Paz,
Salamo,,SAM,,-9.65,150.80833,,SAM,PG,,
San Diego International Airport,San Diego,SAN,KSAN,32.73336075,-117.19224641277626,http://www.san.org/,SAN,US,California,San Diego County
Ramon Villeda Morales International Airport,La Lima,SAP,MHLM,15.4537972,-87.92431532057235,,SAP,HN,Cortes,
San Andros,San Andros,SAQ,MYAN,25.0557121,-78.05411619458161,,SAQ,BS,North Andros,
Sparta Community,Sparta,SAR,KSAR,38.1491926,-89.69975207893714,http://www.ksarairport.com/,SAR,US,Illinois,Randolph County
Salton City,Salton City,SAS,KSAS,33.283651,-115.9900012,,SAS,US,California,Imperial County
San Antonio International Airport,Alamo Heights,SAT,KSAT,29.5334021,-98.46921443046924,https://www.sanantonio.gov/aviation,SAT,US,Texas,Bexar County
Sawu,Nahura,SAU,WATS,-10.483333,121.9,,SAU,ID,East Nusa Tenggara,
Savannah/Hilton Head Airport,Pooler,SAV,KSAV,32.12423765,-81.19770644774445,,SAV,US,Georgia,Chatham County
Sabiha Gokcen International Airport,Pendik,SAW,LTFJ,40.89929455,29.307552329592077,http://www.sgairport.com/,IST,TR,Istanbul,
Sambu,Bayamon,SAX,,8.033333,-78.083336,,SAX,PA,Embera,
Siena,Rosia,SAY,LIQS,43.25,11.25,,SAY,IT,Tuscany,Provincia di Siena
Sasstown,Barclayville,SAZ,GLST,4.6816147,-8.4344961,,SAZ,LR,Grand Kru,
Santa Barbara Municipal Airport,Goleta,SBA,KSBA,34.42738475,-119.84313935656505,,SBA,US,California,Santa Barbara County
Santa Barbara Ba,Santa Barbara,SBB,SVSB,7.783333,-71.166664,,SBB,VE,Barinas,Municipio Ezequiel Zamora
Selbang,,SBC,AYSO,-5.3150755,141.75206670032964,,SBC,PG,,
Norton AFB,Highland,SBD,KSBD,34.095996850000006,-117.23456910141377,http://sbdairport.com/,SBD,US,California,San Bernardino County
Suabi,,SBE,AYSA,-6.1042883,142.27852281829365,,SBE,PG,,
Sardeh Band,Ghazni,SBF,OADS,33.61667,68.53333,,SBF,AF,Ghazni,
Maimun Saleh,Lambaro,SBG,WITN,5.55,95.333336,,SBG,ID,Aceh,
St. Barthelemy Airport,Gustavia,SBH,TFFJ,17.9042856,-62.84405045922078,,SBH,GP,,
Sambailo,Koundara,SBI,GUSB,12.483333,-13.3,,SBI,GN,Boke,Koundara Prefecture
Sao Mateus,Conceicao da Barra,SBJ,SNMX,-18.583332,-39.733334,,SBJ,BR,Espirito Santo,Conceicao Da Barra
Saint Brieuc-Armor,Ploufragan,SBK,LFRT,48.53880965,-2.8506071102345047,,SBK,FR,Brittany,Departement des Cotes-d'Armor
Yacuma,,SBL,SLSA,-13.716667,-65.45,,SBL,BO,,
Memorial,Sheboygan Falls,SBM,KSBM,43.771667,-87.85222,,SBM,US,Wisconsin,Sheboygan County
South Bend Regional,South Bend,SBN,KSBN,41.7007238,-86.3134791,,SBN,US,Indiana,Saint Joseph County
Salina,Salina,SBO,44U,39.029167,-111.8375,http://www.gunnisoncity.org/airport.htm,SBO,US,Utah,Sevier County
San Luis County Regional Airport,San Luis Obispo,SBP,KSBP,35.237491399999996,-120.64331992943252,http://www.sloairport.com/,CSL,US,California,San Luis Obispo County
Sibi,Sibi,SBQ,OPSB,29.5741181,67.84442996533956,,SBQ,PK,Balochistan,
Saibai Island,,SBR,YSII,-9.379058950000001,142.62580939318673,,SBR,AU,,
Steamboat Springs,Steamboat Springs,SBS,KSBS,40.51690415,-106.86574518347439,,SBS,US,Colorado,Routt County
Sabetta,,SBT,USDA,72.1028,71.25,,SBT,RU,,
Springbok,Springbok,SBU,FASB,-29.69107455,17.93317570001623,,SBU,ZA,Northern Cape,Namakwa District Municipality
Sabah,Buka,SBV,AYSH,-5.333333,155.01666,,SBV,PG,Bougainville,
Sibu Airport,Sibu,SBW,WBGS,2.2626938,111.98448157700102,,SBW,MY,Sarawak,
Shelby,Shelby,SBX,KSBX,48.540408299999996,-111.87008393375243,,SBX,US,Montana,Toole County
Wicomico Regional Airport,Salisbury,SBY,KSBY,38.33941605,-75.51010495530244,,SBY,US,Maryland,Wicomico County
Sibiu Airport,Sura Mica,SBZ,LRSB,45.787050300000004,24.08663457694282,http://www.sibiuairport.ro/,SBZ,RO,Sibiu,Comuna Sura Mica
Santa Catalina,Santa Catalina,SCA,,10.6,-75.28333,,SCA,CO,Bolivar,
State,West Point,SCB,KSCB,41.65,-96.666664,http://www.aero.nebraska.gov/scribner.pdf,SCB,US,Nebraska,Cuming County
Prudhoe Bay/Deadhorse Airport,,SCC,PASC,70.2007293,-148.45866290144141,,SCC,US,,
Sulaco,Sulaco,SCD,MHUL,14.916111,-87.26667,,SCD,HN,Yoro,
University Park Airport,Houserville,SCE,KUNV,40.85032355,-77.84866392425685,http://universityparkairport.com/,SCE,US,Pennsylvania,Centre County
Scottsdale Airport,Paradise Valley,SCF,KSDL,33.62212245,-111.91257741010094,http://www.scottsdaleaz.gov/airport/,PHX,US,Arizona,Maricopa County
Spring Creek,,SCG,YSPK,-38.016666,142.41667,,SCG,AU,,
Schenectady County,,SCH,KSCH,42.85544945,-73.92842766947919,http://www.schenectadycounty.com/FullStory.aspx?m=100&amid=432,SCH,US,,
San Cristobal,San Cristobal,SCI,SVPM,7.766667,-72.23333,,SCI,VE,Tachira,Municipio San Cristobal
Smith Cove,,SCJ,,55.416668,-132.33333,,SCJ,US,,
Stockton Airport,French Camp,SCK,KSCK,37.894444,-121.23917,http://www.sjgov.org/airport/,SAC,US,California,San Joaquin County
Arturo Merino Benitez Airport,,SCL,SCEL,-33.397175,-70.79382,http://www.aeropuertosantiago.cl/ingles/index.php,SCL,CL,,
SPB,,SCM,PACM,61.84639,-165.59389,,SCM,US,,
Ensheim Airport,Sankt Ingbert,SCN,EDDR,49.2166001,7.112361932435437,http://www.flughafen-saarbruecken.de/,SCN,DE,Saarland,
Aktau International Airport,Aktau,SCO,UATE,43.86667,51.1,http://aktau-airport.kz/,SCO,KZ,Mangghystau,
St Crepin,Brantome,SCP,LFNC,45.416668,0.616667,http://www.stcrepin-aero.com/,SCP,FR,Aquitaine,Departement de la Dordogne
Santiago De Compostela Airport,Oroso,SCQ,LEST,42.89764215,-8.41891330714926,,SCQ,ES,Galicia,Provincia da Coruna
Scandinavian Mountains Airport,Innbygda,SCR,ESKS,61.1640852,12.833295450012834,https://scandinavianmountains.se/en/home/,SCR,SE,Hedmark,Trysil
Scatsta,Lerwick,SCS,EGPM,60.43348835,-1.2967491904404942,,SDZ,GB,Scotland,Shetland Islands
Socotra,Hadibu,SCT,OYSQ,12.63834785,53.908822691478875,,SCT,YE,Muhafazat Hadramawt,
Antonio Maceo Airport,Santiago de Cuba,SCU,MUCU,19.9753964,-75.83547295807672,,SCU,CU,Santiago de Cuba,Municipio de Santiago de Cuba
Suceava Airport,Plopeni,SCV,LRSV,47.68833875,26.352310976529836,http://www.aeroportsuceava.ro/index_en.html,SCV,RO,Suceava,Comuna Salcea
Syktyvkar Airport,Syktyvkar,SCW,UUYY,61.648572349999995,50.84684037543079,,SCW,RU,Komi Republic,Syktyvdinskiy Rayon
Salina Cruz,Salina Cruz,SCX,MMSZ,16.166668,-95.2,,SCX,MX,Oaxaca,Salina Cruz
San Cristobal Airport,Puerto Baquerizo Moreno,SCY,SEST,-0.833333,-89.433334,,SCY,EC,Galapagos,
Santa Cruz Island,Lata,SCZ,AGGL,-11.616667,166.85,,SCZ,SB,Temotu,
Langebaanweg,Saldanha,SDB,FALW,-33.066666,18.0,,SDB,ZA,Western Cape,West Coast District Municipality
Sandcreek,Lethem,SDC,SYSC,3.333333,-58.166668,,SDC,GY,Upper Takutu-Upper Essequibo,
Lubango Airport,Lubango,SDD,FNUB,-14.925853400000001,13.578154582927786,,SDD,AO,Huila,
Santiago Del Estero Airport,Santiago del Estero,SDE,SANE,-27.765278,-64.32222,,SDE,AR,Santiago del Estero,
Louisville International Airport,Audubon Park,SDF,KSDF,38.1716962,-85.73540756381095,http://www.flylouisville.com,SDF,US,Kentucky,Jefferson County
Sanandaj Airport,Sanandaj,SDG,OICS,35.244203999999996,47.008426212179316,,SDG,IR,Kordestan,
Santa Rosa Copan,Santa Rosa de Copan,SDH,MHSR,14.777222,-88.77639,,SDH,HN,Copan,
Saidor,,SDI,AYSD,-5.55,146.5,,SDI,PG,,
Sendai Airport,Iwanuma,SDJ,RJSS,38.137423,140.92135212368083,,SDJ,JP,Miyagi,
Sandakan Airport,Taman Rajawali,SDK,WBKS,5.8998839499999995,118.05812026098866,,SDK,MY,Sabah,
Sundsvall-Timra Airport,Bergeforsen,SDL,ESNN,62.5278157,17.44062745100433,,SDL,SE,Vaesternorrland,Timra Kommun
Brown Field Municipalcipal,,SDM,KSDM,32.572224,-116.98,http://www.sandiego.gov/airports/brown/,SAN,US,,
Sandane Airport,Sandane,SDN,ENSD,61.766666,6.216667,https://avinor.no/en/airport/sandane-airport/,SDN,NO,Sogn og Fjordane,Gloppen
Ryotsu Sado Island,,SDO,,38.13333,138.41667,,SDO,JP,,
Sand Point Municipal Airport,Sand Point,SDP,PASD,55.316666,-160.51389,,SDP,US,Alaska,Aleutians East Borough
Las Americas International Airport,Boca Chica,SDQ,MDSD,18.42929615,-69.6715123798729,http://www.aerodom.com/app/do/lasamericas.aspx,SDQ,DO,Santo Domingo,Santo Domingo
Santander Airport,El Astillero,SDR,LEXJ,43.42716075,-3.822844898531179,,SDR,ES,Cantabria,Provincia de Cantabria
Sado Shima,Ryotsu-minato,SDS,RJSD,38.0,138.41667,,SDS,JP,Niigata,
Saidu Sharif,Saidu Sharif,SDT,OPSS,34.75,72.35,,SDT,PK,Khyber Pakhtunkhwa,
Santos Dumont Airport,Rio de Janeiro,SDU,SBRJ,-22.91044395,-43.16418613781168,,RIO,BR,Rio de Janeiro,Rio De Janeiro
Dov Hoz Airport,Tel Aviv,SDV,LLSD,32.104885,34.787857,,TLV,IL,Tel Aviv,
Sindhudurg Airport,Sindhudurg,SDW,VOSR,16.0012133,73.52783617390037,,SDW,IN,,
Sedona,Sedona,SDX,KSEZ,34.8481983,-111.79062911457635,http://sedonaairport.org/,SDX,US,Arizona,Coconino County
Richland Municipal Airport,Sidney,SDY,KSDY,47.706944,-104.19194,,SDY,US,Montana,Richland County
Seattle-Tacoma International Airport,SeaTac,SEA,KSEA,47.4475673,-122.3080158569515,http://www.portseattle.org/seatac/,SEA,US,Washington,King County
Sebha,Sabha,SEB,HLLS,26.99269925,14.466095085170046,,SEB,LY,Sabha,
Min'hat Hashnayim,`En Boqeq,SED,,31.15,35.38333,,SED,IL,Southern District,
Gillespie Field,Santee,SEE,KSEE,32.82611,-116.97222,http://GillespieField.com/,SAN,US,California,San Diego County
Sebring Regional Airport,Sebring,SEF,KSEF,27.5,-81.416664,http://www.sebring-airport.com/,SEF,US,Florida,Highlands County
Penn Valley,Hummels Wharf,SEG,KSEG,40.8167514,-76.863304,http://www.dot.state.pa.us/Internet/Bureaus/pdBOA.nsf/AviationHomepage?openframeset,SEG,US,Pennsylvania,Snyder County
Senggeh,Sengge,SEH,WAJS,-3.43980705,140.77864699543625,,SEH,ID,Papua,
Senhor Do Bonfim,Senhor do Bonfim,SEI,,-10.45,-40.183334,,SEI,BR,Bahia,Senhor Do Bonfim
Srednekolymsk Airport,Srednekolymsk,SEK,UESK,67.4746917,153.72998522576762,,SEK,RU,Sakha,
Craig AFB,Selmont-West Selmont,SEM,KSEM,32.226112,-87.08722,http://www.craigcomplex.com/,SES,US,Alabama,Dallas County
London Southend Airport,Rochford,SEN,EGMC,51.570227599999996,0.6966132970490921,http://www.southendairport.com/,LON,GB,England,Essex
Seguela,Seguela,SEO,DISG,7.963739500000001,-6.643595778852452,,SEO,CI,Worodougou,
Clark Field,Stephenville,SEP,KSEP,32.216667,-98.2,http://www.stephenvilletx.gov/city-services/airport/airport-stephenville-aviation/,SEP,US,Texas,Erath County
Sungai Pakning,Buntok,SEQ,WIBS,-0.8,114.066666,,SEQ,ID,Central Kalimantan,
Freeman Municipalcipal,Seymour,SER,KSER,38.966667,-85.88333,http://seymourcity.com/departments/aviation/,SER,US,Indiana,Jackson County
Selfield,Centreville,SES,,32.726112,-87.08722,,SES,US,Alabama,Bibb County
San Esteban,San Esteban,SET,,15.316667,-85.86667,,SET,HN,Olancho,
Seronera Airstrip,Mugumu,SEU,HTSN,-2.383333,34.816666,,SEU,TZ,Mara,
Severodoneck,Syevyerodonets'k,SEV,UKCS,48.90159785,38.54204574366283,,SEV,UA,Luhansk,
Siwa,Siwa Oasis,SEW,HE24,29.183332,25.516666,,SEW,EG,Muhafazat Matruh,
Selibaby,Selibabi,SEY,GQNS,15.1690919,-12.192478,,SEY,MR,Guidimaka,
Seychelles International Airport,Cascade,SEZ,FSIA,-4.674262499999999,55.52120037637752,,SEZ,SC,Cascade,
Sfax El Maou Airport,Sfax,SFA,DTTX,34.716667,10.683333,,SFA,TN,Safaqis,
Orlando Sanford International Airport,Midway,SFB,KSFB,28.7754331,-81.24329602986423,,ORL,US,Florida,Seminole County
St Francois,Saint-Francois,SFC,TFFC,16.25,-61.283333,,SFC,GP,Guadeloupe,Guadeloupe
Las Flecheras,San Fernando Apure,SFD,SVSR,7.88396165,-67.44415083311858,,SFD,VE,Apure,
San Fernando,San Fernando,SFE,RPUS,16.6,120.3,,SFE,PH,Ilocos,Province of La Union
Felts Field,,SFF,KSFF,47.666668,-117.4,http://feltsfield.spokaneairports.net/,GEG,US,,
Esperance Airport,,SFG,TFFG,18.100555,-63.04889,,SFG,MF,,
San Felipe,San Felipe,SFH,MMSF,31.0,-114.86667,,SFH,MX,Baja California,
Kangerlussuaq Airport,Qasigiannguit,SFJ,BGSF,67.01133010000001,-50.70745791678873,,SFJ,GL,Qaasuitsup,
Soure,Soure,SFK,SNSW,-0.69864855,-48.522920096540616,,SFK,BR,Para,Soure
Sao Filipe,Sao Filipe,SFL,GVSF,14.8857869,-24.480895853305185,,SFL,CV,Sao Filipe,
Sanford,Sanford (historical),SFM,KSFM,43.433334,-70.76667,http://www.sanfordmaine.org/index.asp?Type=B_BASIC&SEC={DEE316C2-D149-450A-922E-9B2B686815B4},SFM,US,Maine,York County
Santa Fe Airport,Santo Tome,SFN,SAAV,-31.70823055,-60.80930044284597,,SFN,AR,Santa Fe,
San Francisco International Airport,Millbrae,SFO,KSFO,37.622451999999996,-122.38407160781362,http://www.flysfo.com/,SFO,US,California,San Mateo County
Surfers Paradise,Cedar Vale,SFP,,-28.0,153.0,,SFP,AU,Queensland,Logan
Sanliurfa,Sanliurfa,SFQ,LTCH,37.09342925,38.847883721513895,,GNY,TR,Sanliurfa,
San Fernando,San Fernando,SFR,,34.266666,-118.433334,,SFR,US,California,Los Angeles County
Subic Bay International,Subic Bay Freeport Zone,SFS,RPLB,14.7937674,120.26870192132773,,SFS,PH,,
Skelleftea Airport,Soedra Bergsbyn,SFT,ESNS,64.6246447,21.0699419,,SFT,SE,Vaesterbotten,Skelleftea Kommun
Safia,,SFU,AYSF,-9.666667,148.66667,,SFU,PG,,
Santa Fe Do Sul,Iturama,SFV,,-19.833332,-50.166668,,SFV,BR,Minas Gerais,Iturama
Santa Fe,Canazas,SFW,,8.833333,-81.166664,,SFW,PA,Veraguas,
San Felix,Upata,SFX,SVMU,8.216667,-62.38333,,SFX,VE,Bolivar,Municipio Piar
Tri-Township Airport,Savanna,SFY,,42.04550795,-90.10958890991054,,SFY,US,Illinois,Carroll County
North Central,Smithfield,SFZ,KSFZ,41.916668,-71.566666,,SFZ,US,Rhode Island,Providence County
Sheghnan,Rushon,SGA,OASN,38.033333,71.71667,,SGA,AF,Gorno-Badakhshan,
Singaua,,SGB,,-6.7,147.13333,,SGB,PG,,
Surgut Airport,Surgut,SGC,USRR,61.3414657,73.4052099844604,,SGC,RU,Khanty-Mansiyskiy Avtonomnyy Okrug,
Sonderborg Airport,Sonderborg,SGD,EKSB,54.9625495,9.792646648299392,,SGD,DK,South Denmark,Sonderborg Kommune
Siegerland Airport,Siegen,SGE,EDGS,50.85,8.0,,SGE,DE,North Rhine-Westphalia,Regierungsbezirk Arnsberg
Springfield-Branson National Airport,Willard,SGF,KSGF,37.2393873,-93.39661262453578,http://www.sgf-branson-airport.com,SGF,US,Missouri,Greene County
Simanggang,,SGG,,1.222778,111.460556,,SGG,MY,,
Springfield,Springfield,SGH,KSGH,39.916668,-83.8,http://www.airparkohio.com/beckly_airport.html,SGH,US,Ohio,Clark County
Mushaf Air Base,,SGI,OPSR,32.0486,72.665,,SGI,PK,,
Sagarai,,SGJ,,-10.466667,150.15,,SGJ,PG,,
Sangapi,,SGK,AYSK,-5.083333,144.76666,,SGK,PG,,
Sangley Point NAS,Port Area,SGL,RPLS,14.6,120.95,,MNL,PH,Metro Manila,City of Manila
San Ignacio,El Silencio,SGM,,27.45,-113.0,,SGM,MX,Baja California Sur,Mulege
Tan Son Nhat International Airport,Quan Phu Nhuan,SGN,VVTS,10.81831885,106.65812173979049,http://www.tsnairport.hochiminhcity.gov.vn/,SGN,VN,Ho Chi Minh City,
St George,Roma,SGO,YSGE,-28.052005700000002,148.59868091576283,,SGO,AU,Queensland,Maranoa
Shay Gap,,SGP,YSHG,-20.816668,120.23333,,SGP,AU,,
Sanggata,Sangatta,SGQ,WALA,0.5,117.3333588,,SGQ,ID,East Kalimantan,
Sugar Land Regional,Southside Place,SGR,KSGR,29.698889,-95.407776,http://www.sugarlandtx.gov/index.aspx?nid=1073,SGR,US,Texas,Harris County
Sanga Sanga,Latung,SGS,,5.233333,121.15,,SGS,PH,Autonomous Region in Muslim Mindanao,Province of Sulu
Stuttgart Municipalcipal,Stuttgart,SGT,KSGT,34.5,-91.53333,http://www.stuttgartarkansas.org/work/stuttgart_municipal_airport.aspx,SGT,US,Arkansas,Arkansas County
Saint George Municipal Airport,Washington,SGU,KSGU,37.032627,-113.51017,http://www.sgcity.org/departments/publicworks/airport/,SGU,US,Utah,Washington County
Sierra Grande,Sierra Grande,SGV,SAVS,-41.5883936,-65.33930185138708,,SGV,AR,Rio Negro,
Saginaw Bay,,SGW,A23,58.4776,-134.1578,,SGW,US,,
Songea,Songea,SGX,HTSO,-10.6812175,35.58191536198474,,SGX,TZ,Ruvuma,
Skagway Municipal,Haines,SGY,PAGY,59.4501954,-135.3261633,,SGY,US,Alaska,Haines Borough
Songkhla,Songkhla,SGZ,VTSH,7.18638335,100.60684192163788,,SGZ,TH,Songkhla,
Shanghai Hongqiao International Airport,Jiangqiao,SHA,ZSSS,31.19767765,121.33448312534463,,SHA,CN,Shanghai Shi,
Nakashibetsu Airport,Shibetsu,SHB,RJCN,43.576615000000004,144.95758585625597,,SHB,JP,Hokkaido,
Indaselassie,Maych'ew,SHC,,12.983333,39.13333,,SHC,ET,Tigray,
Shenandoah Valley Airport,Weyers Cave,SHD,KSHD,38.26389,-78.89667,,SHD,US,Virginia,Augusta County
Shenyang Taoxian International Airport,Shenyang,SHE,ZYTX,41.861084,123.426926,,SHE,CN,Liaoning,Shenyang Shi
Shihezi Huayuan Airport,Ulan Us,SHF,ZWHZ,44.24346735,85.88605684097027,,SHF,CN,Xinjiang Uygur Zizhiqu,
Shungnak Airport,Barrow,SHG,PAGH,66.8861127,-157.1567626,,SHG,US,Alaska,North Slope Borough
Shishmaref Airport,,SHH,PASH,66.24925765,-166.09094133387003,,SHH,US,,
Shimojishima,,SHI,RORS,24.824514399999998,125.1468439713185,,SHI,JP,,
Sharjah International Airport,,SHJ,OMSJ,25.3401476,55.5137442,,SHJ,AE,,
Sehonghong,,SHK,FXSH,-29.475,27.833332,,SHK,LS,,
Shillong Airport,Shillong,SHL,VEBI,25.566668,91.88333,,SHL,IN,Meghalaya,East Khasi Hills
Shirahama Airport,Tanabe,SHM,RJBD,33.66245835,135.36280893177445,,SHM,JP,Wakayama,
Sanderson Field,Shelton,SHN,KSHN,47.2334272,-123.147374,http://www.portofshelton.com/airport.html,SHN,US,Washington,Mason County
King Mswati III International Airport,,SHO,RKND,38.13333,128.6,http://www.eswacaa.co.sz/airports/kingmswatiIII/,MTS,SZ,,
Qinhuangdao,Shanhaiguan,SHP,,39.965214,119.71656,,SHP,CN,Hebei,
Southport,Main Beach,SHQ,YSPT,-27.951944,153.42778,,SHQ,AU,Queensland,Gold Coast
Sheridan,Sheridan,SHR,KSHR,44.774166,-106.97722,,SHR,US,Wyoming,Sheridan County
Shashi,Shashi,SHS,ZHSS,30.316668,112.23333,,SHS,CN,Hubei,
Shepparton,Shepparton,SHT,YSHT,-36.38333,145.43333,,SHT,AU,Victoria,Greater Shepparton
Smith Point,,SHU,YSMP,-11.13463955,132.16191415898072,,SHU,AU,,
Shreveport Regional Airport,Shreveport,SHV,KSHV,32.4451121,-93.82673715989384,,SHV,US,Louisiana,Caddo Parish
Sharurah Airport,Manwakh,SHW,OESH,17.46662415,47.11938422444458,,SHW,SA,Muhafazat Hadramawt,Zamakh wa Manwakh
Shageluk Airport,,SHX,PAHX,62.6874591,-159.5672581,,SHX,US,,
Shinyanga,Songwa,SHY,HTSY,-3.6146904,33.5182435,,SHY,TZ,Shinyanga,
Seshutes,Teyateyaneng,SHZ,FXSS,-29.166668,28.0,,SHZ,LS,Berea,
Xi'an Xiguan Airport,,SIA,ZLSN,34.44104,108.75874,,SIA,CN,,
Sibiti,Sibiti,SIB,FCBS,-3.733333,13.4,,SIB,CG,Lekoumou,
San Jose Island Airport,,SIC,,8.2625,-79.077778,,SIC,PA,Panama,
Amilcar Cabral International Airport,Espargos,SID,GVAC,16.73879835,-22.951125574679647,,SID,CV,Sal,
Sines,Sines,SIE,LPSI,37.933334,-8.85,,SIE,PT,Setubal,Sines
Simara,Birganj,SIF,VNSI,27.1599,84.97998517606916,,SIF,NP,Central Region,
Isla Grande,San Juan,SIG,TJIG,18.458889,-66.102776,,SJU,PR,San Juan,
Silgadi Doti,Dipayal,SIH,VNDT,29.266666,80.975,,SIH,NP,Far Western,
Sidi Ifni,Sidi Ifni,SII,GMMF,29.3711009,-10.1761455,,SII,MA,Souss-Massa-Draa,Tiznit
Siglufjordur,Siglufjoerdur,SIJ,BISI,66.1364552,-18.911259104155448,,SIJ,IS,Northeast,
Memorial,Sikeston,SIK,KSIK,36.86667,-89.55,,SIK,US,Missouri,Scott County
Sila,,SIL,AYSG,-8.333333,147.5,,SIL,PG,,
Simbai,Rauna,SIM,AYSJ,-5.2784417999999995,144.54444343387604,,SIM,PG,Western Highlands,
Changi International Airport,Singapore,SIN,WSSS,1.361173,103.990204,http://www.changiairport.com/,SIN,SG,,
Smithton,Smithton,SIO,YSMI,-40.834324,145.0850648,,SIO,AU,Tasmania,Circular Head
Simferopol International Airport,Rodnykove,SIP,,45.039428650000005,33.97007140630278,http://www.airport.crimea.ua/,SIP,KX,Crimea,Simferopol's'kyy Rayon
Dabo,Dabo,SIQ,WIDS,-0.5,104.416664,,SIQ,ID,Riau Islands,
Sion,Saviese,SIR,LSGS,46.25,7.333333,http://www.sionairport.ch,SIR,CH,Valais,Sion District
Sishen Airport,Kathu,SIS,FASS,-27.916668,22.983334,,SIS,ZA,Northern Cape,John Taolo Gaetsewe District Municipality
Sitka Airport,,SIT,PASI,57.04861,-135.23334,,SIT,US,,
Siuna,Siuna,SIU,MNSI,13.728828799999999,-84.77740075001209,,SIU,NI,Atlantico Norte (RAAN),
County,Sullivan,SIV,KSIV,39.1,-87.4,http://www.co.sullivan.ny.us/Departments/SullivanCountyAirport/tabid/3203/default.aspx,SIV,US,Indiana,Sullivan County
Sibisa,Parapat,SIW,WIMP,2.67,98.93,,SIW,ID,North Sumatra,
