name,city,iata_code,icao,latitude,longitude,url,city_code,country,state,county
Anaa,,AAA,NTGA,-17.3506654,-145.51111994065877,,AAA,PF,,
Arrabury Airport,Tanbar,AAB,YARY,-26.6967835,141.049092,,AAB,AU,Queensland,Barcoo Shire
El Arish International Airport,Arish,AAC,HEAR,31.0742836,33.829171518733695,,AAC,EG,Muhafazat Shamal Sina',
Adado Airport,Adado,AAD,HCAD,6.09628635,46.637708371259194,,AAD,SO,,
Les Salines Airport,El Hadjar,AAE,DABB,36.821392,7.811857,,AAE,DZ,Annaba,
Apalachicola Regional,Apalachicola,AAF,KAAF,29.7302356,-85.02964472072705,,AAF,US,Florida,Franklin County
Arapoti,Jaguariaiva,AAG,SSYA,-24.1037812,-49.78949435424242,,AAG,BR,Parana,Jaguariaiva
Aachen/Merzbruck,,AAH,EDKA,50.75,6.133333,https://www.flugplatz-aachen.de,AAH,DE,,
Arraias,Campos Belos,AAI,SWRA,-12.916667,-46.933334,,AAI,BR,Goias,Campos Belos
Cayana Airstrip,Kajana,AAJ,SMCA,3.8987445,-55.5779688,,AAJ,SR,Sipaliwini,Boven Suriname
Aranuka,,AAK,NGUK,0.166667,173.58333,,AAK,KI,,
Aalborg Airport,Vadum,AAL,EKYT,57.0864352,9.868075521300991,http://www.aal.dk,AAL,DK,North Denmark,Alborg Kommune
Mala Mala,,AAM,FAMD,-24.8,31.533333,,AAM,ZA,,
Al Ain Airport,,AAN,OMAL,24.260231,55.616627,,AAN,AE,,
Anaco,Anaco,AAO,SVAN,9.4298739,-64.47086334549915,,AAO,VE,Anzoategui,Municipio Anaco
Andrau Airpark,,AAP,WALS,29.833332,-95.666664,http://www.proyek.dishubprovkaltim.info/?pro=1,HOU,US,,
Anapa Airport,Anapa,AAQ,URKA,45.00265265,37.34498313723325,http://basel.aero/en/anapa/,AAQ,RU,Krasnodarskiy,
Aarhus Airport,Ebeltoft,AAR,EKAH,56.304542549999994,10.612849817576597,http://www.aar.dk/default.asp?id=87,AAR,DK,Central Jutland,Syddjurs Kommune
Apalapsili,,AAS,,-3.880849,139.3107060627146,,AAS,ID,,
Altay Airport,Awiytan,AAT,ZWAT,47.74833705,88.08948249042332,,AAT,CN,Xinjiang Uygur Zizhiqu,
Asau,Asau,AAU,NSAU,-13.458333,-172.6,,AAU,WS,Vaisigano,
Allah Valley,Surallah,AAV,RPMA,6.36768745,124.75266160348093,,AAV,PH,South Cotabato,
Abbottabad,Abbottabad,AAW,OPAB,34.2,73.25,,AAW,PK,Khyber Pakhtunkhwa,
Araxa Airport,Araxa,AAX,SBAX,-19.563132000000003,-46.96040575380038,,AAX,BR,Minas Gerais,Araxa
Al Ghaydah,Al Ghayzah,AAY,OYGD,16.1879658,52.17271501755243,,AAY,YE,Al Mahrah,Al Ghaydah
Quetzaltenango,Olintepeque,AAZ,MGQZ,14.8611558,-91.5067713438188,,AAZ,GT,Quetzaltenango,
Abakan Airport,Podsineye,ABA,UNAA,53.716667,91.5,,ABA,RU,Khakasiya,
Asaba International Airport,Asaba,ABB,DNAS,6.20565465,6.663854565066257,,ABB,NG,,
Los Llanos,,ABC,LEAB,38.948334,-1.863333,http://www.aena.es/csee/Satellite?cid=1046767815090&pagename=subHome&Language=EN_GB&SiteName=LEAB&c=Page,ABC,ES,,
Abadan Airport,Abadan,ABD,OIAA,30.3668469,48.228439506236356,,ABD,IR,Khuzestan,
Lehigh Valley International Airport,Catasauqua,ABE,KABE,40.651163100000005,-75.44225386838299,,ABE,US,Pennsylvania,Lehigh County
Abaiang,Buota Village,ABF,NGAB,1.670833,173.30417,,ABF,KI,Gilbert Islands,Tarawa
Abingdon,,ABG,YABI,-17.666668,143.2,,ABG,AU,,
Alpha,,ABH,YAPH,-23.65,146.63333,,ABH,AU,,
Abilene Regional Airport,,ABI,KABI,32.407743749999995,-99.67936992920886,,ABI,US,,
Felix Houphouet Boigny Airport,Abidjan,ABJ,DIAP,5.264928299999999,-3.925957338659794,,ABJ,CI,Lagunes,
Kabri Dar,,ABK,HAKD,6.733889,44.26611,,ABK,ET,,
Ambler Airport,,ABL,PAFM,67.1058333,-157.8536111,,ABL,US,,
Northern Peninsula Airport,,ABM,YNPE,-10.942619,142.45033,http://www.nparc.qld.gov.au/airport,ABM,AU,,
Albina,,ABN,SMBN,5.5,-54.083332,,ABN,SR,,
Aboisso,Aboisso,ABO,DIAO,5.433333,-3.216667,,ABO,CI,Sud-Comoe,
Atkamba,,ABP,,-6.0647021500000005,141.09521515526734,,ABP,PG,,
Albuquerque International Sunport,Albuquerque,ABQ,KABQ,35.037669449999996,-106.61096752176844,http://www.abqsunport.com/,ABQ,US,New Mexico,Bernalillo County
Aberdeen Municipal Airport,Aberdeen,ABR,KABR,45.4525,-98.42611,,ABR,US,South Dakota,Brown County
Abu Simbel,,ABS,HEBL,22.372228200000002,31.61302768093995,,ABS,EG,,
Al-Aqiq Airport,Al Bahah,ABT,OEBA,20.296139,41.634277,,ABT,SA,Mintaqat al Bahah,
Haliwen Airport,Atambua,ABU,WATA,-9.133333,124.88333,,ABU,ID,East Nusa Tenggara,
Nnamdi Azikiwe International Airport,Madala,ABV,DNAA,9.00668065,7.265007350650086,http://www.faannigeria.org/nigeria-airport.php?airport=3,ABV,NG,Abuja Federal Capital Territory,
Abau,,ABW,,-10.183333,148.7,,ABW,PG,,
Albury Airport,East Albury,ABX,YMAY,-36.06894285,146.95187679604823,,ABX,AU,New South Wales,Albury Municipality
Southwest Georgia Regional Airport,,ABY,KABY,31.5339678,-84.19254493414799,,ABY,US,,
Aberdeen International Airport,Dyce,ABZ,EGPD,57.20195485,-2.2019913504766446,http://www.aberdeenairport.com/,ABZ,GB,Scotland,Aberdeen City
Acapulco International Airport,10 de Abril,ACA,MMAA,16.756593600000002,-99.75293698229589,,ACA,MX,Guerrero,Acapulco de Juarez
Antrim County,Bellaire,ACB,KACB,44.98832545,-85.19719629581977,,ACB,US,Michigan,Antrim County
Kotoka International Airport,Accra,ACC,DGAA,5.60428935,-0.167967625794569,,ACC,GH,Greater Accra,
Acandi,,ACD,SKAD,8.516667,-77.3,,ACD,CO,,
Lanzarote Airport,Tias,ACE,GCRR,28.94568045,-13.60758816051166,http://www.aena.es/en/lanzarote-airport/index.html,ACE,ES,Canary Islands,Provincia de Las Palmas
Alaer Talimu Airport,Aral,ACF,ZWAL,40.464167,81.246944,,ACF,CN,Xinjian Autonomous Region,
Altenrhein Airport,Rheineck,ACH,LSZR,47.4859603,9.5598603,,ACH,CH,Saint Gallen,Wahlkreis Rheintal
Alderney Airport,Beaumont-Hague,ACI,EGJA,49.70694185,-2.214498597174802,,ACI,GB,Lower Normandy,Departement de la Manche
Anuradhapura,Anuradhapura,ACJ,VCCA,8.35,80.38333,,ACJ,LK,North Central,
Nantucket Memorial Airport,Nantucket,ACK,KACK,41.256350600000005,-70.0642270361515,,ACK,US,Massachusetts,Nantucket County
Aguaclara,Sabanalarga,ACL,,4.7470509,-72.9919234,,ACL,CO,Casanare,
Arica,Pebas,ACM,,-2.0,-71.833336,,ACM,CO,Loreto,Mariscal Ramon Castilla
International,,ACN,MMCC,29.3,-100.916664,,ACN,MX,,
Cobano Airport,Cobano,ACO,MRAF,9.693365,-85.091216,https://www.cobanoairport.com/en/,ACO,CR,Puntarenas Province,
Sahand,Bonab,ACP,OITM,37.347790399999994,46.12410489796737,,ACP,IR,East Azerbaijan,
Araracuara,,ACR,SKAC,-0.383333,-72.3,,ACR,CO,,
Achinsk,Achinsk,ACS,UNKS,56.270123999999996,90.57983018239561,,ACS,RU,Krasnoyarskiy,
Waco Municipal Airport,Gholson,ACT,KACT,31.609133,-97.22321,,ACT,US,Texas,McLennan County
Achutupo,Portobelo,ACU,,9.576389,-79.72444,,ACU,PA,Colon,Distrito Portobelo
Arcata-Eureka Airport,McKinleyville,ACV,KACV,40.9763645,-124.10842589937442,,ACV,US,California,Humboldt County
Xingyi Airport,Xinzhou,ACX,ZUYI,25.083970700000002,104.95880288018984,,ACX,CN,Guangxi Zhuangzu Zizhiqu,
Atlantic City International Airport,Pomona,ACY,KACY,39.45708535,-74.57027649092205,https://www.sjta.com/acairport/,AIY,US,New Jersey,Atlantic County
Zabol Airport,Zabol,ACZ,OIZB,31.097024750000003,61.54236908127046,,ACZ,IR,Sistan and Baluchestan,
Adana Airport,Seyhan,ADA,LTAF,36.98503,35.29736,,ADA,TR,Adana,
Izmir Adnan Menderes Airport,,ADB,LTBJ,38.289593249999996,27.15881973653169,http://www.adnanmenderesairport.com,IZM,TR,,
Andakombe,,ADC,AYAN,-7.1371023000000005,145.74531004892887,,ADC,PG,,
Addis Ababa Bole International Airport,Addis Ababa,ADD,HAAB,8.97958075,38.79727968929066,http://www.ethiopianairports.com,ADD,ET,Adis Abeba,
International,Khawr Maksar,ADE,OYAA,12.826116,45.037537,,ADE,YE,Aden,Khur Maksar
Adiyaman Airport,Adiyaman,ADF,LTCP,37.75,38.266666,,ADF,TR,Adiyaman,
Lenawee County,Adrian,ADG,KADG,41.9,-84.03333,,ADG,US,Michigan,Lenawee County
Aldan,Aldan,ADH,UEEA,58.6034931,125.40446306539265,,ADH,RU,Sakha,
Arandis,Arandis,ADI,FYAR,-22.4,15.0,,ADI,NA,Erongo,
Marka International Airport,Amman,ADJ,OJAM,31.97342425,35.994612548528934,,AMM,JO,Amman,
Adak Island Ns,,ADK,PADK,51.88278,-176.64473,,ADK,US,,
Adelaide Airport,Plympton,ADL,YPAD,-34.947240449999995,138.5330688373241,,ADL,AU,South Australia,City of West Torrens
Ardmore Municipal Airport,Dickson,ADM,KADM,34.3028,-97.0192,,ADM,US,Oklahoma,Carter County
Andes,Los Andes,ADN,SKAN,5.666667,-75.933334,,ADN,CO,Antioquia,
Andamooka,,ADO,YAMK,-31.016666,137.15,,ADO,AU,,
Ampara,,ADP,VCCG,7.338524700000001,81.62522424646704,,ADP,LK,,
Kodiak Benny Benson State Airport,,ADQ,PADQ,57.755276,-152.51297,,ADQ,US,,
Andrews,Andrews,ADR,KPHH,33.45,-79.566666,,ADR,US,South Carolina,Williamsburg County
Addison Airport,Haltom City,ADS,KADS,32.783333,-97.3,,DFW,US,Texas,Tarrant County
Ada Municipal,Ada,ADT,KADH,34.80490015,-96.66761600367232,,ADT,US,Oklahoma,Pontotoc County
Ardabil Airport,Namin,ADU,OITL,38.32367895,48.41727862641293,,ADU,IR,Ardabil,
El Daein,El Daein,ADV,,11.4043102,26.1186495,,ADV,SD,Eastern Darfur,
Andrews AFB,Andrews AFB,ADW,KADW,38.8057469,-76.87741646487015,http://www.jba.af.mil/,ADW,US,Maryland,Prince George's County
Leuchars,Leuchars,ADX,EGQL,56.375599050000005,-2.8596339552168737,,ADX,GB,Scotland,Fife
Alldays,,ADY,FAAL,-22.67767555,29.053395555022227,,ADY,ZA,,
Gustavo Rojas Pinilla Airport,San Andres,ADZ,SKSP,12.586047,-81.70221,,ADZ,CO,"Archipielago de San Andres, Providencia y Santa Catalina",
Abemama Atoll,,AEA,NGTB,0.490833,173.8289948,,AEA,KI,,
Youjiang,Tianzhou,AEB,ZGBS,23.72020895,106.9609714096124,,AEB,CN,Guangxi Zhuangzu Zizhiqu,
Aleneva,,AED,,58.033333,-152.9,,AED,US,,
Adareil Airport,,AEE,,10.052439199999998,32.962007213556745,,AEE,SS,,
Aek Godang,Padangsidempuan,AEG,WIME,1.3999603999999999,99.42983272544998,,AEG,ID,North Sumatra,
Abéché,Abeche,AEH,FTTC,13.8465726,20.849645040165157,,AEH,TD,Ouaddai,
Algeciras,Algeciras,AEI,,36.1289,-5.441301,,AEI,ES,Andalusia,Provincia de Cadiz
Aseki,,AEK,AYAX,-7.366667,146.28334,,AEK,PG,,
Albert Lea,Albert Lea,AEL,KAEL,43.6800949,-93.36737639309429,,AEL,US,Minnesota,Freeborn County
Amgu,,AEM,UHTG,45.8414555,137.67364088576272,,AEM,RU,,
Aioun El Atrouss,,AEO,GQNA,16.71068715,-9.638219081447929,,AEO,MR,,
Jorge Newbery Airport,Colegiales,AEP,SABE,-34.55622,-58.41667,,BUE,AR,Buenos Aires F.D.,
Ar Horqin Airport,Tianshan,AEQ,,43.90797955,120.14934798559226,,AEQ,CN,Inner Mongolia,
Sochi International Airport,Orel-Izumrud,AER,URSS,43.44397145,39.94009276010438,http://basel.aero/en/sochi/,AER,RU,Krasnodarskiy,
Vigra Alesund Airport,Valderoy,AES,ENAL,62.56018535,6.113415709021158,http://www.avinor.no/lufthavn/alesund,AES,NO,More og Romsdal,Giske
Allakaket,,AET,PFAL,66.55193399999999,-152.62144819086524,,AET,US,,
Abu Musa,,AEU,OIBA,25.875993649999998,55.034265964970395,,AEU,IR,,
Alexandria International Airport,Alexandria,AEX,KAEX,31.329273649999998,-92.54095486627727,,AEX,US,Louisiana,Rapides Parish
Akureyri Airport,Akureyri,AEY,BIAR,65.65698725,-18.070607134573716,,AEY,IS,Northeast,
San Rafael Airport,San Rafael,AFA,SAMR,-34.58917,-68.40056,,AFA,AR,Mendoza,
Port Alfred,,AFD,FAPA,-33.583332,26.883333,,AFD,ZA,,
USAF Academy Airstrip,Cimarron Hills,AFF,KAFF,38.833332,-104.7,,COS,US,Colorado,El Paso County
Amalfi,Amalfi,AFI,SKAM,6.8953157,-75.0467996,,AFI,CO,Antioquia,
Ampara Kondavattavan Tank Airport,Ampara,AFK,,7.342169543255904,81.62931220557938,,ADP,LK,,
Alta Floresta Airport,,AFL,SBAT,-9.866163,-56.10603812089458,,AFL,BR,,
Municipal,Jaffrey,AFN,KAFN,42.833332,-72.066666,http://silverranchairpark.com/,AFN,US,New Hampshire,Cheshire County
Municipal,Afton,AFO,KAFO,42.733334,-110.933334,http://www.aftonairpark.com/,AFO,US,Wyoming,Lincoln County
Afore,,AFR,AYAF,-9.138344750000002,148.39097141857889,,AFR,PG,,
Zarafshan,Tomdibuloq,AFS,UTSN,41.6155248,64.23177140418719,,AFS,UZ,Navoiy,
Afutara Aerodrome,,AFT,AGAF,-9.2,160.85,,AFT,SB,,
Fort Worth Alliance Airport,Haslet,AFW,KAFW,32.992997849999995,-97.31836461280574,http://www.allianceairport.com/,DFW,US,Texas,Tarrant County
Afyon,Afyonkarahisar,AFY,LTAH,38.733334,30.6,,AFY,TR,Afyonkarahisar,
Sabzevar,Sabzevar,AFZ,OIMS,36.171675,57.59941595852304,,AFZ,IR,Razavi Khorasan,
Agadir Al Massira Airport,Inezgane,AGA,GMAD,30.378326,-9.555895,,AGA,MA,Souss-Massa-Draa,Inezgane-Ait Mellou
Augsburg Airport,Rehling,AGB,EDMA,48.425278,10.931667,https://www.augsburg-airport.de/,MUC,DE,Bavaria,Swabia
Allegheny County Airport,Pleasant Hills,AGC,KAGC,40.3534454,-79.92904654320128,,PIT,US,Pennsylvania,Allegheny County
Anggi,Warmare,AGD,WASG,-1.383333,133.86667,,AGD,ID,West Papua,
Flugplatz,Wangerooge,AGE,EDWG,53.783333,7.916667,,AGE,DE,Lower Saxony,
La Garenne Airport,Le Passage,AGF,LFBA,44.17361,0.598611,,AGF,FR,Aquitaine,Departement du Lot-et-Garonne
Angoram,,AGG,,-4.168611,144.07388,,AGG,PG,,
Angelholm Helsingborg Airport,,AGH,ESTA,56.297234599999996,12.852846835898422,http://www.lfv.se/templates/LFV_AirportStartPage____4777.aspx,AGH,SE,,
Wageningen,Wageningen,AGI,SMWA,5.833333,-56.833332,,AGI,SR,Nickerie,
Aguni,,AGJ,RORA,26.59300295,127.23985985060742,,AGJ,JP,,
Kagua,,AGK,,-6.403333,143.84666,,AGK,PG,,
Wanigela,,AGL,AYWG,-9.33738355,149.15610272068812,,AGL,PG,,
Tasiilaq,,AGM,,65.6,-37.683334,,AGM,GL,,
Angoon,,AGN,PAGN,57.503887,-134.58333,,AGN,US,,
Municipal,Magnolia,AGO,KAGO,33.266666,-93.23333,,AGO,US,Arkansas,Columbia County
Malaga Airport,,AGP,LEMG,36.67876135,-4.499980126161259,,AGP,ES,,
Agrinion,Dhokimion,AGQ,LGAG,38.6137021,21.3929834,,AGQ,GR,West Greece,Nomos Aitolias kai Akarnanias
Kheria,Agra,AGR,VIAG,27.158333,77.962776,,AGR,IN,Uttar Pradesh,Agra
Augusta Regional Airport,,AGS,KAGS,33.37230205,-81.9650639098103,,AGS,US,,
Alejo Garcia Airport,Colonia Yguazu,AGT,SGES,-25.5,-54.833332,,AGT,PY,Alto Parana,
Aguascalients International Airport,Penuelas (El Cienegal),AGU,MMAS,21.701416,-102.31374,https://www.aeropuertosgap.com.mx/es/aguascalientes.html,AGU,MX,Aguascalientes,Aguascalientes
Acarigua,Araure,AGV,SVAC,9.552222,-69.23333,,AGV,VE,Portuguesa,Municipio Araure
Agnew,,AGW,,-12.1453511,142.1490609,,AGW,AU,,
Agatti Island Airport,Kavaratti,AGX,VOAT,10.828967,72.17987,,AGX,IN,Laccadives,Lakshadweep
Aggeneys,Pofadder,AGZ,FAAG,-29.05,18.85,,AGZ,ZA,Northern Cape,Namakwa District Municipality
Naha AFB,,AHA,,26.2,127.65,,OKA,JP,,
Abha Regional Airport,,AHB,OEAB,18.23429,42.657574,,AHB,SA,,
Amedee AAF,Janesville,AHC,KAHC,40.15,-120.13333,,AHC,US,California,Lassen County
Downtown,Ardmore,AHD,,34.166668,-97.13333,,ADM,US,Oklahoma,Carter County
Ahe Airport,,AHE,NTHE,-14.4280996,-146.2570038,http://www.sia.aviation-civile.gouv.fr/aip/enligne/PDF_AIPparSSection/AIP%20PAC-P/AD/2/0703_AD%202.NTHE.pdf,AHE,PF,,
Municipal,Arapahoe,AHF,,40.3,-99.9,,AHF,US,Nebraska,Furnas County
Municipal,Amery,AHH,KAHH,45.3,-92.35,,AHH,US,Wisconsin,Polk County
Amahai,Amahai,AHI,WAPA,-3.3478518499999996,128.92746328743664,,AHI,ID,Maluku,
Hongyuan Airport,Qiongxi,AHJ,ZUHY,32.536783299999996,102.35022953452355,,AHJ,CN,Sichuan,
Aishalton,,AHL,SYAH,2.4755665000000002,-59.31944770153805,,AHL,GY,,
Sumner Parker Field,Ashland,AHM,KS03,42.19029999,-122.6610031,,AHM,US,Oregon,Jackson County
Athens-Ben Epps,Winterville,AHN,KAHN,33.9487053,-83.32973997812988,,AHN,US,Georgia,Clarke County
Alghero-Fertilia Airport,Alghero,AHO,LIEA,40.63087935,8.288375274221512,http://www.aeroportodialghero.it/home_en.asp,AHO,IT,Sardinia,Provincia di Sassari
Ahuas,Wawina,AHS,MHAH,15.4819002,-84.4160995,,AHS,HN,Gracias a Dios,
Charif Al Idrissi Airport,Imzourene,AHU,GMTA,35.17972,-3.836944,,AHU,MA,Taza-Al Hoceima-Taounate,
Saih Rawl,,AHW,,31.34292,48.74668,,AHW,OM,,
Ambatolahy,,AHY,,-20.0153265,45.5375864,,AHY,MG,,
Alpe D Huez,Huez,AHZ,LFHU,45.0870881,6.082792927954502,,AHZ,FR,Rhone-Alpes,Departement de l'Isere
Alliance Airport,Alliance,AIA,KAIA,42.051666,-102.80666,,AIA,US,Nebraska,Box Butte County
Airok,,AIC,,7.5,170.83333,,AIC,MH,,
Municipal,Anderson,AID,KAID,40.166668,-85.683334,,AID,US,Indiana,Madison County
Aiome,,AIE,AYAO,-5.166667,144.66667,,AIE,PG,,
Assis,Assis,AIF,SNAX,-22.666668,-50.416668,,AIF,BR,Sao Paulo,Assis
Yalinga,,AIG,FEFY,6.521706,23.2605938,,AIG,CF,,
Aiambak,,AIH,AYAK,-7.34368705,141.2679197273077,,AIH,PG,,
Alisabieh,'Ali Sabieh,AII,HDAS,11.15,42.716667,,AII,DJ,Ali Sabieh,
Municipal,Aiken,AIK,KAIK,33.566666,-81.71667,,AIK,US,South Carolina,Aiken County
Ailigandi,Ailigandi,AIL,,9.25,-78.083336,,AIL,PA,Guna Yala,
Ailuk Island,,AIM,,10.2164987,169.9825736,,AIM,MH,,
Wainwright,,AIN,PAWI,70.63790295000001,-160.0150279490063,,AIN,US,,
Municipal,Atlantic,AIO,KAIO,41.4,-95.01667,,AIO,US,Iowa,Cass County
Ailinglapalap Island,,AIP,VIAX,7.266667,168.81667,,AIP,MH,,
Aripuana,,AIR,SSOU,-10.25,-59.38333,,AIR,BR,,
Arorae Island,Kulia Village,AIS,NGTR,-2.65,176.83333,,AIS,KI,Niutao,
Aitutaki Airport,,AIT,NCAI,-18.8364468,-159.76131004763312,,AIT,CK,,
Atiu Island,,AIU,NCAT,-20.033333,-158.1,,AIU,CK,,
George Downer,Aliceville,AIV,KAIV,33.13333,-88.15,,AIV,US,Alabama,Pickens County
Ai-ais,,AIW,FYAA,-27.9948193,17.596451406338325,,AIW,NA,,
Bader Field,,AIY,,39.3859082,-74.4254622,,AIY,US,,
Lee C Fine Memorial,,AIZ,KAIZ,38.0924572,-92.55351790002943,,AIZ,US,,
Ajaccio Napoleon Bonaparte Airport,Ajaccio,AJA,LFKJ,41.91987,8.794013,,AJA,FR,Corsica,Departement de la Corse-du-Sud
Jouf Airport,Sakaka,AJF,OESK,29.788668,40.101486,,AJF,SA,Al Jawf,
Agri Airport,Hamur,AJI,LTCO,39.65,43.025,,AJI,TR,Agri,
Akjoujt,Akjoujt,AJJ,GQNJ,19.72837225,-14.378064835830175,,AJJ,MR,Inchiri,
Araak,Arak,AJK,OIHR,34.13333,49.833332,,AJK,IR,Markazi,
Aizawl Airport,Sairang,AJL,VELP,23.840704799999997,92.62105703739914,http://www.aai.aero/allAirports/lengpui.jsp,AJL,IN,Mizoram,Aizawl
Ouani,Ouani,AJN,FMCV,-12.12890235,44.42886316841893,,AJN,KM,Anjouan,
Arvidsjaur Airport,Arvidsjaur,AJR,ESNX,65.5920366,19.264585907892943,,AJR,SE,Norrbotten,Arvidsjaurs Kommun
Abreojos,Bahia Asuncion,AJS,,26.833332,-113.666664,,AJS,MX,Baja California Sur,Mulege
Aracaju Airport,Aracaju,AJU,SBAR,-10.98281225,-37.07602527743482,https://www4.infraero.gov.br/aeroportos/aeroporto-internacional-santa-maria-aracaju/,AJU,BR,Sergipe,Aracaju
Agades,Agadez,AJY,DRZA,16.965223950000002,7.997894294413262,,AJY,NE,Agadez,
Ankang,Ankang,AKA,ZLAK,32.7081,108.93115049592605,,AKA,CN,Shaanxi,
Atka,,AKB,PAAK,52.222215250000005,-174.2066819239687,,AKB,US,,
Fulton International,Sawyerwood,AKC,KAKR,41.04,-81.46778,,CAK,US,Ohio,Summit County
Akola,Akola,AKD,VAAK,20.697417,77.06134451392703,,AKD,IN,Maharashtra,Akola
Akieni,,AKE,FOGA,-1.13967,13.9035997,,AKE,GA,,
Kufrah,Al Jawf,AKF,HLKF,24.17807115,23.31398075824509,,AKF,LY,Al Kufrah,
Anguganak,,AKG,AYGU,-3.633333,142.01666,,AKG,PG,,
Prince Sultan Air Base,Ad Dilam,AKH,OEPS,24.063334,47.580555,,AKH,SA,Ar Riyad,
Akiak,,AKI,PFAK,60.9052437,-161.2268225,,AKI,US,,
Asahikawa Airport,Asahikawa,AKJ,RJEC,43.6686785,142.45138689279045,,AKJ,JP,Hokkaido,Asahikawa-shi
Akhiok SPB,,AKK,PAKH,56.944443,-154.16667,,AKK,US,,
Auckland Airport,Mangere,AKL,NZAA,-37.00889695,174.7912138412501,http://www.auckland-airport.co.nz/,AKL,NZ,Auckland,Auckland
Zakouma,,AKM,,10.8875904,19.8153005,,AKM,TD,,
King Salmon Airport,,AKN,PAKN,58.6753166,-156.6493870251819,,AKN,US,,
Colorado Plains Regional Airport,Akron,AKO,KAKO,40.17740845,-103.22743550494955,http://www.co.washington.co.us/airport.htm,AKO,US,Colorado,Washington County
Anaktuvuk,,AKP,PAKP,68.13254385,-151.7456225471328,,AKP,US,,
Gunung Batin,Menggala,AKQ,,-4.616667,105.23333,,AKQ,ID,Lampung,
Akure,Owena,AKR,DNAK,7.25,5.083333,http://www.faannigeria.org/nigeria-airport.php?airport=21,AKR,NG,Ondo,
Gwaunaru'u,,AKS,AGGA,-8.7042047,160.6817763,,AKS,SB,,
Raf Akrotiri,Kolossi,AKT,LCRA,34.5903698,32.9877483,http://www.raf.mod.uk/rafakrotiri/passengerinformation/,AKT,CY,Larnaka,
Aksu Airport,,AKU,ZWAK,41.2625,80.291667,,AKU,CN,,
Akulivik,,AKV,CYKO,60.733334,-78.583336,,AKV,CA,,
Aghajari,Omidiyeh,AKW,OIAG,30.743864350000003,49.67943963760571,,AKW,IR,Khuzestan,
Aktyubinsk Airport,Aqtobe,AKX,UATT,50.249336,57.211403,,AKX,KZ,Aqtoebe,
Civil Airport,,AKY,VYSW,20.130278,92.88028,,AKY,MM,,
Almaty Airport,Pervomayskiy,ALA,UAAA,43.355686250000005,77.04258378940835,,ALA,KZ,Almaty Oblysy,
Albany International Airport,Colonie,ALB,KALB,42.7457516,-73.8092091,http://www.albanyairport.com/,ALB,US,New York,Albany County
Alicante-Elche Airport,,ALC,LEAL,38.2888263,-0.5542897,http://www.aena.es/csee/Satellite?cid=1049437849176&pagename=subHome&Language=EN_GB&SiteName=ALC&c=Page,ALC,ES,,
Alerta,,ALD,SPAR,-11.683333,-69.333336,,ALD,PE,,
Alpine,Alpine,ALE,,30.416668,-103.75,http://www.ci.alpine.tx.us/airport.shtml,ALE,US,Texas,Brewster County
Alta Airport,Alta,ALF,ENAT,69.9771632,23.35951896505862,https://avinor.no/en/airport/alta-airport/,ALF,NO,Finnmark Fylke,Alta
Houari Boumediene Airport,Dar el Beida,ALG,DAAG,36.7013497,3.21090318335027,,ALG,DZ,Alger,
Albany Airport,Albany,ALH,YABA,-34.9443954,117.80958889032424,,ALH,AU,Western Australia,Albany
International,Alice,ALI,KALI,27.75,-98.066666,,ALI,US,Texas,Jim Wells County
Alexander Bay Airport,,ALJ,FAAB,-28.573333,16.534444,,ALJ,ZA,,
Asela,Huruta,ALK,,7.966667,39.11667,,ALK,ET,Oromiya,
Albenga,Albenga,ALL,LIMG,44.05,8.216667,http://www.rivierairport.it/,ALL,IT,Liguria,Provincia di Savona
Municipal,Boles Acres,ALM,KALM,32.845833,-105.985275,,ALM,US,New Mexico,Otero County
Alton,Bethalto,ALN,KALN,38.891666,-90.04833,,ALN,US,Illinois,Madison County
Waterloo Airport,Cedar Falls,ALO,KALO,42.55611,-92.39972,,ALO,US,Iowa,Black Hawk County
Nejrab,Aleppo,ALP,OSAP,36.185352,37.227074,http://www.aleppo-airport.com/en/,ALP,SY,Aleppo,
Federal,Alegrete,ALQ,SSLT,-29.799723,-55.763332,,ALQ,BR,Rio Grande do Sul,Alegrete
Alexandra,,ALR,NZLX,-45.21389,169.36945,,ALR,NZ,,
Alamosa Municipal Airport,Alamosa,ALS,KALS,37.43667,-105.86667,https://www.sanluisvalleyairport.org/,ALS,US,Colorado,Alamosa County
Alenquer,Alenquer,ALT,SDWQ,-1.933333,-54.766666,,ALT,BR,Para,Alenquer
Alula,Bereeda,ALU,HCMA,11.966667,50.8,,ALU,SO,Bari,
Walla Walla Airport,Walla Walla East,ALW,KALW,46.094085699999994,-118.29114232396819,,ALW,US,Washington,Walla Walla County
Thomas C Russell Field,Alexander City,ALX,KALX,32.91343435,-85.96246743466183,,ALX,US,Alabama,Tallapoosa County
El Nohza,,ALY,HEAX,31.192545,29.953058,,ALY,EG,,
Alitak SPB,,ALZ,,56.895832,-154.24583,,ALZ,US,,
Rick Husband Amarillo International Airport,,AMA,KAMA,35.219594150000006,-101.70183038894899,http://airport.amarillo.gov/,AMA,US,,
Ambilobe,Ambilobe,AMB,FMNE,-13.1865961,48.9876126,,AMB,MG,Diana,
Am Timan,Am Timan,AMC,FTTN,11.0350134,20.274701290842827,,AMC,TD,Salamat,
Ahmedabad Airport,Naroda,AMD,VAAH,23.0855562,72.6305442,,AMD,IN,Gujarat,Ahmadabad
